<UNK> 1.0	sil
ಗಾತ್ರ 1.0	g aa t eu r 
ಸಂಬಂಧಿಸಿವೆಯೇ 1.0	s q b q dh i s i w e y ee 
ಹೊರತು 1.0	h o r t u 
ಬೇರೆಬೇರೆ 1.0	b ee r e b ee r e 
ವಿಧಗಳಿಗಲ್ಲ 1.0	w i dh g lx i g l eu l 
ಐರ್ಲ್ಯಾಂಡ್ 1.0	ai r eu l eu y aa q dx eu 
ಅಂತರಿಕ್ಷಯಾನಕ್ಕೆ 1.0	a q t r i k eu sx y aa n k eu k e 
ಶಿಕ್ಷಣವನ್ನು 1.0	sh i k eu sx nx w n eu n u 
ಲಿಮೆರಿಕ್ 1.0	l i m e r i k eu 
ಕಲಿಯಬಹುದು 1.0	k l i y b h u d u 
ತೊಡೆಯೆಲುಬಿನ 1.0	t o dx e y e l u b i n 
ಹಿಂಭಾಗದ 1.0	h i q bh aa g d 
ಪ್ರದೇಶದೊಳಗೆ 1.0	p eu r d ee sh d o lx g e 
ಹಾದುಹೋದಾಗ 1.0	h aa d u h ii aa g 
ಮೂಳೆನಾರಿನ 1.0	m uu lx e n aa r i n 
ಸ್ವಲ್ಪವೇ 1.0	s eu w l eu p w ee 
ಚಕ್ರಾಧಿಪತ್ಯದ 1.0	c k eu r aa dh i p t eu y d 
ಕಾಲದಲ್ಲಂತೂ 1.0	k aa l d l eu l q t uu 
ಸಮರ್ಪಕವಾಗಿತ್ತು 1.0	s m r eu p k w aa g i t eu t u 
ಎಡ 1.0	e dx 
ನಾಣ್ಯದ 1.0	n aa nx eu y d 
ರೀತ್ಯಾ 1.0	r ii t eu y aa 
ಚೀಟಿಗಳು 1.0	c ii tx i g lx u 
ಮುದ್ರಿತವಾಗಿರುತ್ತದೆ 1.0	m u d eu r i t w aa g i r u t eu t d e 
ಸಾರ್ಥಕವಾಯಿತು 1.0	s aa r eu th k w aa y i t u 
ತೃಪ್ತಿ 1.0	t rq p eu t i 
ಬರಬೇಕಾದರೆ 1.0	b r b ee k aa d r e 
ಅಂತಃಶುದ್ಧಿಯಿಂದ 1.0	a q t hq sh u d eu dh i y i q d 
ಸಾಮ್ಯ 1.0	s aa m eu y 
ಚಿತ್ರಣದಂತಹ 1.0	c i t eu r nx d q t h 
ವಾಸ್ತವಿಕತೆಯ 1.0	w aa s eu t w i k t e y 
ಆಟಗಳು 1.0	aa tx g lx u 
ಕೌಶಲ್ಯಗಳನ್ನು 1.0	k au sh l eu y g lx n eu n u 
ಬಳಸುತ್ತವೆ 1.0	b lx s u t eu t w e 
ಬೇಲೆಕೇರಿ 1.0	b ee l e k ee r i 
ದಿನಗಳಲ್ಲಿ 1.0	d i n g lx l eu l i 
ಮುಗಿಯಬೇಕು 1.0	m u g i y b ee k u 
ಸದಸ್ಯರಿಗೆ 1.0	s d s eu y r i g e 
ಕ್ವಾಟರ್ಸ್‌ಗಳನ್ನು 1.0	k eu w aa tx r eu s eu g lx n eu n u 
ಅಂಗುಲ್ 1.0	a q g u l eu 
ಒರಿಸ್ಸಾ 1.0	o r i s eu s aa 
ಶಿಲೆಗಳಲ್ಲಿರುವ 1.0	sh i l e g lx l eu l i r u w 
ರಚನೆಗಳನ್ನು 1.0	r c n e g lx n eu n u 
ಅಂತರ್ಜಲವಾಗಿ 1.0	a q t r eu j l w aa g i 
ಶೇಖರಣೆಯಾಗುತ್ತ 1.0	sh ee kh r nx e y aa g u t eu t 
ಬಲಭಾಗದಲ್ಲಿರುತ್ತದೆ 1.0	b l bh aa g d l eu l i r u t eu t d e 
ಸಂಹಿತೆಗಳಲ್ಲಿ 1.0	s q h i t e g lx l eu l i 
ಹಳೆಯವು 1.0	h lx e y w u 
ಜೋಡಿಸಲಾಗಲಿಲ್ಲ 1.0	j ii i s l aa g l i l eu l 
ರಕ್ಷಾನೌಕೆಯ 1.0	r k eu sx aa n au k e y 
ದೃಢವಾಗುವುದು 1.0	d rq dxh w aa g u w u d u 
ಹುಟ್ಟುತ್ತಲೇ 1.0	h u tx eu tx u t eu t l ee 
ಮೈಯಲ್ಲಿ 1.0	m ai y l eu l i 
ದರ್ಶಕಗಳು 1.0	d r eu sh k g lx u 
ಕಾಲಾವಧಿಯಲ್ಲಿ 1.0	k aa l aa w dh i y l eu l i 
ಆವಿಷ್ಕಾರದ 1.0	aa w i sx eu k aa r d 
ಬಳಸಲಾಯಿತು 1.0	b lx s l aa y i t u 
ಕೈಗಾರೀಕರಣ 1.0	k ai g aa r ii k r nx 
ಪ್ರಮಾಣಿತ 1.0	p eu r m aa nx i t 
ವಿಧಾನದ 1.0	w i dh aa n d 
ಊರ್ಜಿತಗೊಳಿಸಬಹುದಾಗಿದೆ 1.0	uu r eu j i t g o lx i s b h u d aa g i d e 
ಪ್ರಕೃತಿಗಿಂತ 1.0	p eu r k rq t i g i q t 
ಸ್ವತಂತ್ರರು 1.0	s eu w t q t eu r r u 
ಮೂವತ್ತೊಂದು 1.0	m uu w t eu t o q d u 
ಬಸವಣ್ಣನವರ 1.0	b s w nx eu nx n w r 
ವಚನ 1.0	w c n 
ಸದಾಚಾರವೇ 1.0	s d aa c aa r w ee 
ಅಂತಃಶುದ್ಧಿಯ 1.0	a q t hq sh u d eu dh i y 
ಅಡಿಗಲ್ಲೆಂಬ 1.0	a dx i g l eu l e q b 
ಸ್ಪಷ್ಟಪಡಿಸುತ್ತದೆ 1.0	s eu p sx eu tx p dx i s u t eu t d e 
ನಾಲ್ಕರಲ್ಲಿ 1.0	n aa l eu k r l eu l i 
ಪದ್ಮ 1.0	p d eu m 
ಶ್ರೀ 1.0	sh eu r ii 
ಪ್ರಶಸ್ತಿಯೊಂದಿಗೆ 1.0	p eu r sh s eu t i y o q d i g e 
ಗೌರವಿಸಲಾಯಿತು 1.0	g au r w i s l aa y i t u 
ಕುತೂಹಲಕರವಾಗಿದ್ದ 1.0	k u t uu h l k r w aa g i d eu d 
ಫಲಿತಾಂಶವಾಗಿ 1.0	txh i t aa q sh w aa g i 
ಪ್ಲ್ಯಾಸ್ಮ 1.0	p eu l eu y aa s eu m 
ಪರೀಕ್ಷಿಸಲಾಯಿತು 1.0	p r ii k eu sx i s l aa y i t u 
ಗಗನಯಾತ್ರಿ 1.0	g g n y aa t eu r i 
ಎಂಭತ್ತೈದು 1.0	e q bh t eu t ai d u 
ಮಳೆಯನ್ನೇ 1.0	m lx e y n eu n ee 
ಯಶಸ್ಸಿಗೆ 1.0	y sh s eu s i g e 
ಪ್ರಾಮುಖ್ಯತೆಯಾಗುತ್ತದೆ 1.0	p eu r aa m u kh eu y t e y aa g u t eu t d e 
ತಂಡವನ್ನು 1.0	t q dx w n eu n u 
ಪ್ರತಿನಿಧಿಸಲು 1.0	p eu r t i n i dh i s l u 
ನಿವಾಸಿ 1.0	n i w aa s i 
ರಾಷ್ಟ್ರೀಯತೆ 1.0	r aa sx eu tx eu r ii y t e 
ಅಗತ್ಯಗಳು 1.0	a g t eu y g lx u 
ಎಲ್ಲರೂ 1.0	e l eu l r uu 
ಜೋಡಣೆ 1.0	j ii nx e 
ನಿರ್ವಹಣೆಯ 1.0	n i r eu w h nx e y 
ಹರಿಸಿದ್ದರು 1.0	h r i s i d eu d r u 
ಮಹಾಭಾರತದ 1.0	m h aa bh aa r t d 
ಕೌರವರ 1.0	k au r w r 
ರಾಜ್ಯದಲ್ಲಿ 1.0	r aa j eu y d l eu l i 
ಸೇರಿದ್ದು 1.0	s ee r i d eu d u 
ಖಂಡಾಂತರ 1.0	kh q dx aa q t r 
ವಾಯುಗುಣವಿದೆ 1.0	w aa y u g u nx w i d e 
ಸಮೀಕ್ಷೆಯಲ್ಲಿ 1.0	s m ii k eu sx e y l eu l i 
ಒಟ್ಟಾರೆಯಾಗಿ 1.0	o tx eu tx aa r e y aa g i 
ಪರಿಗಣಿಸಲಾಗಿದೆ 1.0	p r i g nx i s l aa g i d e 
ವಿಧಾನವು 1.0	w i dh aa n w u 
ಜನಪ್ರಿಯ 1.0	j n p eu r i y 
ಕರಕುಶಲಕಲೆಯಾಗಿದೆ 1.0	k r k u sh l k l e y aa g i d e 
ಕ್ಯಾಲಿಕಟ್ 1.0	k eu y aa l i k tx eu 
ವಿಶ್ವವಿದ್ಯಾನಿಯದಲ್ಲಿದ್ದರು 1.0	w i sh eu w w i d eu y aa n i y d l eu l i d eu d r u 
ಭಾಗವಾಗಿರದ 1.0	bh aa g w aa g i r d 
ಮೂರುವರ್ಷಗಳ 1.0	m uu r u w r eu sx g lx 
ಪರೀಕ್ಷಾ 1.0	p r ii k eu sx aa 
ಕಾಲಾವಧಿ 1.0	k aa l aa w dh i 
ಹತ್ತರಿಂದ 1.0	h t eu t r i q d 
ಜನರವರೆಗೂ 1.0	j n r w r e g uu 
ಸಂಖ್ಯೆಗಳಲ್ಲದೆ 1.0	s q kh eu y e g lx l eu l d e 
ಅಭಿಪ್ರಾಯವು 1.0	a bh i p eu r aa y w u 
ಕಾರ್ಯಚಟುವಟಿಗಳಲ್ಲಿ 1.0	k aa r eu y c tx u w tx i g lx l eu l i 
ಒಂದಾಗಿದೆಇದು 1.0	o q d aa g i d e i d u 
ನೇಶನ್ಸ್ 1.0	n ee sh n eu s eu 
ಅಂಗಸಂಸ್ಥೆಗಳು 1.0	a q g s q s eu th e g lx u 
ಏಜೆನ್ಸಿಗಳಿಗೆ 1.0	ee j e n eu s i g lx i g e 
ವಾಗಿರುತ್ತದೆ 1.0	w aa g i r u t eu t d e 
ಆಸಕ್ತ 1.0	aa s k eu t 
ನೀಡಲಾಯಿತು 1.0	n ii dx l aa y i t u 
ಪ್ರತಿಯಾಗಿ 1.0	p eu r t i y aa g i 
ಬ್ರೆಜಿಲ್ 1.0	b eu r e j i l eu 
ಬಳಸಿಕೊಳ್ಳಲು 1.0	b lx s i k o lx eu lx l u 
ಅಡ್ಡಗೆರೆಗಳನ್ನು 1.0	a dx eu dx g e r e g lx n eu n u 
ಒಳಗೊಂಡಿದ್ದಿತು 1.0	o lx g o q dx i d eu d i t u 
ಶಸ್ತ್ರಚಿಕಿತ್ಸೆಯೇ 1.0	sh s eu t eu r c i k i t eu s e y ee 
ವಿಭಾಗಗಳು 1.0	w i bh aa g g lx u 
ಸಸ್ಯಶಾಸ್ರ್ತ 1.0	s s eu y sh aa s eu r eu t 
ಸೂಚಿತವಾಗಿವೆ 1.0	s uu c i t w aa g i w e 
ವಿನ್ಯಾಸಗಳನ್ನು 1.0	w i n eu y aa s g lx n eu n u 
ಹಗುರತೂಕದಲ್ಲಿಡುವ 1.0	h g u r t uu k d l eu l i dx u w 
ಉದ್ದಿಮೆ 1.0	u d eu d i m e 
ದಯವಿಟ್ಟು 1.0	d y w i tx eu tx u 
ಸಮಸ್ಯೆಯನ್ನು 1.0	s m s eu y e y n eu n u 
ವಿವರಿಸಿ 1.0	w i w r i s i 
ಪ್ರಮಾಣವನ್ನು 1.0	p eu r m aa nx w n eu n u 
ನಿರ್ಧರಿಸಲಾಗಿದೆ 1.0	n i r eu dh r i s l aa g i d e 
ಹವೆಯಲ್ಲೂ 1.0	h w e y l eu l uu 
ಮಣ್ಣಿನಲ್ಲೂ 1.0	m nx eu nx i n l eu l uu 
ಕೋಟಿ 1.0	k ii i 
ಫ್ರಾಂಕುಗಳು 1.0	txh r aa q k u g lx u 
ರೂಪವೇ 1.0	r uu p w ee 
ಮುಂದುವರಿಯುತ್ತದೆ 1.0	m u q d u w r i y u t eu t d e 
ಗಗನನೌಕೆ 1.0	g g n n au k e 
ಪದಗಳನ್ನು 1.0	p d g lx n eu n u 
ಏರೋಸ್ಪೇಸ್ 1.0	ee r ii eu p ee s eu 
ಹುಟ್ಟಿಗೆ 1.0	h u tx eu tx i g e 
ಕಾರಣವಾಯಿತು 1.0	k aa r nx w aa y i t u 
ಕುರುಹುಗಳಿವೆ 1.0	k u r u h u g lx i w e 
ಸಸ್ಯರಸವನ್ನು 1.0	s s eu y r s w n eu n u 
ಸಸ್ಯಭಾಗದಿಂದ 1.0	s s eu y bh aa g d i q d 
ಆರ್ಯಜನಾಂಗಕ್ಕೆ 1.0	aa r eu y j n aa q g k eu k e 
ಸೇರದೆ 1.0	s ee r d e 
ವಿಶಿಷ್ಟವೆನಿಸುವಂತೆ 1.0	w i sh i sx eu tx w e n i s u w q t e 
ರದ್ದುಪಡಿಸಲಾದ 1.0	r d eu d u p dx i s l aa d 
ಜಯಪ್ರದವಾಗಿ 1.0	j y p eu r d w aa g i 
ಕೆಲಸಮಾಡಿದೆ 1.0	k e l s m aa dx i d e 
ಸರಿಯುವ 1.0	s r i y u w 
ಗಡ್ಡೆಗಳು 1.0	g dx eu dx e g lx u 
ಪ್ರದೇಶಕ್ಕೂ 1.0	p eu r d ee sh k eu k uu 
ಬರ್ಫದ 1.0	b r eu txh 
ಹೆಬ್ಬಂಡೆಗಳಿಗೂ 1.0	h e b eu b q dx e g lx i g uu 
ಕಾರಣವಾಗಿವೆ 1.0	k aa r nx w aa g i w e 
ವಿನೋದಕ್ಕಾಗಿ 1.0	w i n ii k eu k aa g i 
ಹಾಕಿರುವ 1.0	h aa k i r u w 
ರೈಲು 1.0	r ai l u 
ಹಾದಿಯ 1.0	h aa d i y 
ಯೋಚಿಸೊಣ 1.0	y ii i s o nx 
ಬೆಟ್ಟವನ್ನು 1.0	b e tx eu tx w n eu n u 
ಹತ್ತುತ್ತದೆಯೋ 1.0	h t eu t u t eu t d e y oo 
ಸಂಬಂಧ 1.0	s q b q dh 
ಅಕ್ಕ 1.0	a k eu k 
ದೇಶಗಳೊಂದಿಗೆ 1.0	d ee sh g lx o q d i g e 
ಜೀವಶಾಸ್ತ್ರ 1.0	j ii w sh aa s eu t eu r 
ಪ್ರಾಣಿ 1.0	p eu r aa nx i 
ಸಮೂಹವಿದು 1.0	s m uu h w i d u 
ಅಂತರಗ್ರಹ 1.0	a q t r g eu r h 
ಬಾಹ್ಯಾಕಾಶನೌಕೆಯ 1.0	b aa h eu y aa k aa sh n au k e y 
ಸಾಮರ್ಥ್ಯಗಳನ್ನು 1.0	s aa m r eu th eu y g lx n eu n u 
ಪರಿಷ್ಕರಿಸಲಾಗಿದೆ 1.0	p r i sx eu k r i s l aa g i d e 
ಕೆಲವರು 1.0	k e l w r u 
ಅಂಗ 1.0	a q g 
ಸಮ್ಮಿಶ್ರ 1.0	s m eu m i sh eu r 
ಮಾಡಲಾಯಿತೆಂದು 1.0	m aa dx l aa y i t e q d u 
ನಿರ್ದೇಶಿಸುತ್ತಾರೆ 1.0	n i r eu d ee sh i s u t eu t aa r e 
ಕೇಂದ್ರದಲ್ಲಿ 1.0	k ee q d eu r d l eu l i 
ಗುರುತಿಸಬಹುದಾದೊಂದು 1.0	g u r u t i s b h u d aa d o q d u 
ನ್ಯೂಕ್ಲಿಯಸ್ 1.0	n eu y uu k eu l i y s eu 
ಪ್ರಕಟಿಸುವ 1.0	p eu r k tx i s u w 
ವರದಿಗಳು 1.0	w r d i g lx u 
ಉನ್ನತಮಟ್ಟದ 1.0	u n eu n t m tx eu tx d 
ಲೇಖನಗಳನ್ನೂ 1.0	l ee kh n g lx n eu n uu 
ದೊರಕಿಸುತ್ತವೆ 1.0	d o r k i s u t eu t w e 
ಅಂಕೋತವೆಂಬ 1.0	a q k ii w e q b 
ಹೆಸರೂ 1.0	h e s r uu 
ಇದೆಅಲಾಂಜಿಯೇಸೀ 1.0	i d e a l aa q j i y ee s ii 
ದುರ್ಬಳಕೆ 1.0	d u r eu b lx k e 
ಹೆಚ್ಚಿ 1.0	h e c eu c i 
ಸಂಪನ್ಮೂಲಗಳು 1.0	s q p n eu m uu l g lx u 
ಬರಿದಾಗುತ್ತವೆ 1.0	b r i d aa g u t eu t w e 
ಪದವಿಗಳಿಗೆ 1.0	p d w i g lx i g e 
ಕೇಂದ್ರೀಕೃತ 1.0	k ee q d eu r ii k rq t 
ಸಿಮೆಂಟನ್ನು 1.0	s i m e q tx n eu n u 
ವಿದ್ಯುದ್ದೀಪದ 1.0	w i d eu y u d eu d ii p d 
ಬುರುಡೆಯ 1.0	b u r u dx e y 
ತಳಕ್ಕೆ 1.0	t lx k eu k e 
ದಪ್ಪವಾಗಿರುವ 1.0	d p eu p w aa g i r u w 
ಪದರಗಳಲ್ಲಿ 1.0	p d r g lx l eu l i 
ಕ್ಯಾಲ್ಸೈಟಿನ 1.0	k eu y aa l eu s ai tx i n 
ಎಳೆಗಳಿರಬಹುದು 1.0	e lx e g lx i r b h u d u 
ರೆಕ್ಕೆಯು 1.0	r e k eu k e y u 
ಮೂವತ್ತೆರಡು 1.0	m uu w t eu t e r dx u 
ಎಂಟು 1.0	e q tx u 
ಕಿಲೋ 1.0	k i l oo 
ವ್ಯಾಟ್ 1.0	w eu y aa tx eu 
ಉತ್ಪಾದಿಸುತ್ತದೆ 1.0	u t eu p aa d i s u t eu t d e 
ಬಾವಿಯ 1.0	b aa w i y 
ಒಳಗಡೆ 1.0	o lx g dx e 
ಸುರಂಗ 1.0	s u r q g 
ಮಾರ್ಗವಿದ್ದು 1.0	m aa r eu g w i d eu d u 
ಮಾರ್ಗದ 1.0	m aa r eu g d 
ಗೋಕರ್ಣಕ್ಕೆ 1.0	g ii r eu nx k eu k e 
ದಾರಿಯಿದೆ 1.0	d aa r i y i d e 
ನಿಯೋಗಗಳ 1.0	n i y ii g lx 
ಬಾಹ್ಯಾಕಾಶನೌಕೆಗಳು 1.0	b aa h eu y aa k aa sh n au k e g lx u 
ಭೇಟಿನೀಡುವ 1.0	bh ee tx i n ii dx u w 
ನೆರವೇರಿಸಿವೆ 1.0	n e r w ee r i s i w e 
ಎಳೆತದಿಂದಾಗಿ 1.0	e lx e t d i q d aa g i 
ಕಳೆದುಕೊಳ್ಳುತ್ತಿರುತ್ತದೆ 1.0	k lx e d u k o lx eu lx u t eu t i r u t eu t d e 
ಗಗನಯಾತ್ರಿಗಳ 1.0	g g n y aa t eu r i g lx 
ವಿಮಾನವು 1.0	w i m aa n w u 
ಹೋಗುವ 1.0	h ii u w 
ಶಾಸ್ತ್ರಜ್ಞರ 1.0	sh aa s eu t eu r j eu nj r 
ಸಹಾಯದೊಂದಿಗೆ 1.0	s h aa y d o q d i g e 
ಆಹಾರಸೂಚಿಯನ್ನು 1.0	aa h aa r s uu c i y n eu n u 
ಚಾಲ್ತಿ 1.0	c aa l eu t i 
ವ್ಯವಹಾರಗಳಲ್ಲಿನ 1.0	w eu y w h aa r g lx l eu l i n 
ಕೊಡುಗೆಯ 1.0	k o dx u g e y 
ಪಾಶರ್ವ 1.0	p aa sh r eu w 
ಸಾಮಗ್ರಿ 1.0	s aa m g eu r i 
ಕೆಲಸಗಳ 1.0	k e l s g lx 
ಆಮದುಗಳ 1.0	aa m d u g lx 
ನಮಿಬಿಯ 1.0	n m i b i y 
ಜೀವರುಗಳಿಗೆ 1.0	j ii w r u g lx i g e 
ಸಾಧನಸಾಮಗ್ರಿ 1.0	s aa dh n s aa m g eu r i 
ಉಳಿತಾಯದ 1.0	u lx i t aa y d 
ಒಕ್ಕೂಟಗಳು 1.0	o k eu k uu tx g lx u 
ರಾಷ್ಟ್ರಗಳೊಳಗೆ 1.0	r aa sx eu tx eu r g lx o lx g e 
ನಿಕಟ 1.0	n i k tx 
ಬಾಂಧವ್ಯವಿದೆ 1.0	b aa q dh w eu y w i d e 
ದಾರವನ್ನು 1.0	d aa r w n eu n u 
ಷರ್ಟಿನ 1.0	sx r eu tx i n 
ಬೆಲೆಯ 1.0	b e l e y 
ಉಡುಪುಗಳ 1.0	u dx u p u g lx 
ಮೂರನೆಯದು 1.0	m uu r n e y d u 
ಸ್ಮಿರ್ನ್‌ 1.0	s eu m i r eu n eu 
ವಿಕಾಸವನ್ನು 1.0	w i k aa s w n eu n u 
ಗಮನಿಸಿದ್ದರು 1.0	g m n i s i d eu d r u 
ಬಾದಾಮಿ 1.0	b aa d aa m i 
ಚಾಳುಕ್ಯರು 1.0	c aa lx u k eu y r u 
ಅಚ್ಚುತರಾಯನ 1.0	a c eu c u t r aa y n 
ಪ್ರಚಾರಕ್ಕೆ 1.0	p eu r c aa r k eu k e 
ಬಂದಿತ್ತು 1.0	b q d i t eu t u 
ಕೊಂಡಿಯನ್ನುಳ್ಳ 1.0	k o q dx i y n eu n u lx eu lx 
ಲಂಬರೇಖೆಯಾಗಿದೆ 1.0	l q b r ee kh e y aa g i d e 
ಮರಳು 1.0	m r lx u 
ಮಿಶ್ರಿತ 1.0	m i sh eu r i t 
ಎರೆಭೂಮಿ 1.0	e r e bh uu m i 
ನಿಲ್ದಾಣಗಳನ್ನು 1.0	n i l eu d aa nx g lx n eu n u 
ಟ್ರ್ಯಾಂಕ್ವಿಲಿಟಿ 1.0	tx eu r eu y aa q k eu w i l i tx i 
ಅಳವಡಿಸುವ 1.0	a lx w dx i s u w 
ಗುಣವೆಂದರೆ 1.0	g u nx w e q d r e 
ಮುಸ್ಲಿಂ 1.0	m u s eu l i q 
ಧರ್ಮದ 1.0	dh r eu m d 
ಜನರಿದ್ದಾರೆ 1.0	j n r i d eu d aa r e 
ಬ್ರಾಹ್ಮಣ 1.0	b eu r aa h eu m nx 
ಉಪನಿಷತ್ತುಗಳಲ್ಲಿ 1.0	u p n i sx t eu t u g lx l eu l i 
ಆಯುರ್ವೇದದ 1.0	aa y u r eu w ee d d 
ಮಾತಿಲ್ಲ 1.0	m aa t i l eu l 
ಪದರದಲ್ಲಿ 1.0	p d r d l eu l i 
ಬೆಂಗಳೂರು 1.0	b e q g lx uu r u 
ನಗರದಲ್ಲೇ 1.0	n g r d l eu l ee 
ಸಂಭಂದಿತ 1.0	s q bh q d i t 
ದೇಶದೊಂದಿಗೆ 1.0	d ee sh d o q d i g e 
ಮೌಲ್ಯವಾಗಿದೆ 1.0	m au l eu y w aa g i d e 
ಸಂಪೂರ್ಣ 1.0	s q p uu r eu nx 
ಸುತ್ತಿಗೆ 1.0	s u t eu t i g e 
ಲಂಬವಾಗಿದ್ದರೂ 1.0	l q b w aa g i d eu d r uu 
ಅನುಕೂಲಕ್ಕೆ 1.0	a n u k uu l k eu k e 
ಅದೇನೇ 1.0	a d ee n ee 
ನಿರ್ಮಾಣಕ್ಕೆ 1.0	n i r eu m aa nx k eu k e 
ಅಂದಾಜುಮಾಡಲಾದ 1.0	a q d aa j u m aa dx l aa d 
ನಿಖರ 1.0	n i kh r 
ಅಸ್ಪಷ್ಟವಾಗಿದೆ 1.0	a s eu p sx eu tx w aa g i d e 
ಯಂತ್ರದ 1.0	y q t eu r d 
ಉಪಯುಕ್ತತೆಯು 1.0	u p y u k eu t t e y u 
ಮರಳಿ 1.0	m r lx i 
ಫಲಿತಾಂಶ 1.0	txh i t aa q sh 
ಗುಚ್ಛ 1.0	g u c eu ch 
ವನ್ನು 1.0	w n eu n u 
ತಿಂಗಳುಗಳ 1.0	t i q g lx u g lx 
ಗಗನಯಾತ್ರೆಗಳು 1.0	g g n y aa t eu r e g lx u 
ದಿನದ 1.0	d i n d 
ದಾಖಲಿಸಿ 1.0	d aa kh l i s i 
ಗಮನಿಸುತ್ತಾರೆ 1.0	g m n i s u t eu t aa r e 
ಕುಮಟಾ 1.0	k u m tx aa 
ಭಾಗವಾಗಿತ್ತು 1.0	bh aa g w aa g i t eu t u 
ಪಾವತಿಸಿದ 1.0	p aa w t i s i d 
ಪುರಾವೆಯಾಗಿ 1.0	p u r aa w e y aa g i 
ಅಂಚೆಯಲ್ಲಿ 1.0	a q c e y l eu l i 
ಮುದ್ರಿತ 1.0	m u d eu r i t 
ಗ್ರಂಥದ 1.0	g eu r q th d 
ಜನಪದನಿವೇಶ 1.0	j n p d n i w ee sh 
ಅಧ್ಯಾಯದಲ್ಲಿ 1.0	a dh eu y aa y d l eu l i 
ಧನಸಹಾಯ 1.0	dh n s h aa y 
ಖಾತರಿಯನ್ನು 1.0	kh aa t r i y n eu n u 
ಅಪೇಕ್ಷಿಸುವುದಿಲ್ಲ 1.0	a p ee k eu sx i s u w u d i l eu l 
ಹವ್ಯಾಸಿಗಳು 1.0	h w eu y aa s i g lx u 
ಅಲಂಕರಣದ 1.0	a l q k r nx d 
ಪ್ರಾರಂಭವನ್ನು 1.0	p eu r aa r q bh w n eu n u 
ಹದಿನೇಳ 1.0	h d i n ee lx 
ನೇ 1.0	n ee 
ವೆನೀಸ್ 1.0	w e n ii s eu 
ಸೇರಿದ್ದೆಂದು 1.0	s ee r i d eu d e q d u 
ವೀರರು 1.0	w ii r r u 
ಜಲರಾಶಿಯಲ್ಲ 1.0	j l r aa sh i y l eu l 
ಸೊಸವೂರು 1.0	s o s w uu r u 
ಮೂಲಸ್ಥಾನವಾಗಿತ್ತು 1.0	m uu l s eu th aa n w aa g i t eu t u 
ಪುರಾತನವಾದ 1.0	p u r aa t n w aa d 
ಪರ್ಷಿಯ 1.0	p r eu sx i y 
ಚಕ್ರಾಧಿಪತ್ಯದಲ್ಲಿ 1.0	c k eu r aa dh i p t eu y d l eu l i 
ವ್ಯವಸ್ಥೆಯಿತ್ತೆಂಬುದಾಗಿ 1.0	w eu y w s eu th e y i t eu t e q b u d aa g i 
ಗೊತ್ತಾಗಿದೆ 1.0	g o t eu t aa g i d e 
ಚೀಟಿಯೂ 1.0	c ii tx i y uu 
ಇಲ್ಲದ 1.0	i l eu l d 
ದುಪ್ಪಟ್ಟು 1.0	d u p eu p tx eu tx u 
ಕರ್ಮ 1.0	k r eu m 
ಸ್ವಾತಂತ್ರ್ಯವಿದೆ 1.0	s eu w aa t q t eu r eu y w i d e 
ಕಾಯಿದೆಗೆ 1.0	k aa y i d e g e 
ಆಗಿರುವ 1.0	aa g i r u w 
ಒಪ್ಪಂದವೇ 1.0	o p eu p q d w ee 
ಆಧಾರವಾಗಿದೆ 1.0	aa dh aa r w aa g i d e 
ಪೆಟ್ಟಿಗೆಯ 1.0	p e tx eu tx i g e y 
ಹದಿಮೂರು 1.0	h d i m uu r u 
ಮಂತ್ರಿಗಳಾದ 1.0	m q t eu r i g lx aa d 
ಚೆರ್ನೊಮೈರ್ಡಿನ್ 1.0	c e r eu n o m ai r eu dx i n eu 
ರವರು 1.0	r w r u 
ನಿಲ್ದಾಣಕ್ಕಾಗಿ 1.0	n i l eu d aa nx k eu k aa g i 
ಯೋಜನೆಗಳನ್ನು 1.0	y ii n e g lx n eu n u 
ಪ್ರಕಟಿಸಿದರು 1.0	p eu r k tx i s i d r u 
ಎಕ್ಸ್ಟ್ರಾನೆಟ್ 1.0	e k eu s eu tx eu r aa n e tx eu 
ಭಾಗವಾಗುತ್ತದೆ 1.0	bh aa g w aa g u t eu t d e 
ಎರಡನೇ 1.0	e r dx n ee 
ಯೋಜನೆಗೆ 1.0	y ii n e g e 
ಖಾತರಿಗಳ 1.0	kh aa t r i g lx 
ಬಂಡವಾಳಕ್ಕೆ 1.0	b q dx w aa lx k eu k e 
ಪೂರಕವಾಗಿರುವ 1.0	p uu r k w aa g i r u w 
ಸಂಗ್ರಹಿಸಲೂ 1.0	s q g eu r h i s l uu 
ಉತ್ತೇಜನ 1.0	u t eu t ee j n 
ನೀಡಲಿದೆ 1.0	n ii dx l i d e 
ಟ್ರಸ್ 1.0	tx eu r s eu 
ಗುಂಪನ್ನು 1.0	g u q p n eu n u 
ನೂರಹದಿನಾರು 1.0	n uu r h d i n aa r u 
ಸಂಕೀರ್ಣತೆಗೆ 1.0	s q k ii r eu nx t e g e 
ಹೊರತಾಗಿ 1.0	h o r t aa g i 
ಬುದ್ಧನ 1.0	b u d eu dh n 
ಪ್ರಭಾವದಿಂದ 1.0	p eu r bh aa w d i q d 
ಇವನಿಗೆ 1.0	i w n i g e 
ಹೃದಯಪರಿವರ್ತನೆಯಾಗಿ 1.0	h rq d y p r i w r eu t n e y aa g i 
